full_name,team_name,position,season,avg_pts,avg_reb,avg_ast,per
Dwight Powell,Dallas Mavericks,PF,2020-21,5.43,3.71,1.00,16.10
Jordan Goodwin,Washington Wizards,SG,2022-23,5.50,2.77,2.27,16.10
Goga Bitadze,Indiana Pacers,C,2020-21,4.28,2.78,0.69,16.09
Sam Merrill,Cleveland Cavaliers,SG,2022-23,2.08,0.75,0.42,16.08
Jordan McLaughlin,Minnesota Timberwolves,SG,2023-24,2.91,1.07,1.64,16.06
De'Anthony Melton,Memphis Grizzlies,SG,2020-21,7.87,2.68,2.20,16.06
Gordon Hayward,Charlotte Hornets,SF,2023-24,14.48,4.68,4.64,16.05
Hamidou Diallo,Detroit Pistons,SG,2022-23,7.46,2.77,0.79,16.05
Lou Williams,Los Angeles Clippers,SG,2020-21,11.33,1.96,3.20,16.05
Darius Garland,Cleveland Cavaliers,SG,2023-24,18.04,2.67,6.54,16.04
Doug McDermott,Indiana Pacers,SF,2020-21,13.42,3.30,1.27,16.04
Precious Achiuwa,New York Knicks,SF,2023-24,7.44,7.02,1.06,16.04
Xavier Tillman,Memphis Grizzlies,SF,2020-21,5.57,3.66,1.07,16.03
Bojan Bogdanovic,Utah Jazz,SF,2021-22,18.09,4.29,1.74,16.02
Aaron Wiggins,Oklahoma City Thunder,SG,2023-24,6.61,2.27,1.05,16.01
Saddiq Bey,Atlanta Hawks,SG,2022-23,11.64,4.80,1.36,16.01
Lauri Markkanen,Chicago Bulls,PF,2019-20,14.74,6.26,1.48,16.01
Cameron Payne,Phoenix Suns,SG,2021-22,9.07,2.54,4.09,16.00
Justise Winslow,Los Angeles Clippers,SG,2021-22,3.32,2.83,1.11,16.00
Eugene Omoruyi,Washington Wizards,SF,2023-24,3.39,1.39,0.57,15.99
Darius Bazley,Oklahoma City Thunder,SF,2021-22,10.80,6.32,1.41,15.99
Spencer Dinwiddie,Dallas Mavericks,SG,2022-23,17.74,3.08,5.26,15.99
Dean Wade,Cleveland Cavaliers,PF,2019-20,0.69,0.66,0.07,15.99
Skal Labissiere,Portland Trail Blazers,PF,2019-20,5.59,4.97,1.24,15.99
Serge Ibaka,Milwaukee Bucks,SF,2021-22,5.78,4.35,0.57,15.98
Ish Smith,Washington Wizards,SG,2019-20,10.57,3.13,4.77,15.98
KJ Martin,Houston Rockets,SF,2021-22,8.70,3.71,1.26,15.98
Marcus Morris Sr.,New York Knicks,SF,2019-20,18.69,5.18,1.31,15.97
Kelly Olynyk,Miami Heat,PF,2019-20,7.52,4.18,1.59,15.97
Moritz Wagner,Washington Wizards,PF,2019-20,8.19,4.56,1.17,15.96
Monte Morris,Denver Nuggets,SG,2019-20,1.67,0.44,0.53,15.96
Franz Wagner,Orlando Magic,SF,2021-22,15.15,4.51,2.92,15.96
Justin Champagnie,Washington Wizards,SG,2023-24,4.94,2.94,1.06,15.96
Jock Landale,Houston Rockets,C,2023-24,3.51,2.21,0.83,15.95
Tyler Herro,Miami Heat,SG,2020-21,11.81,3.88,2.67,15.95
KJ Martin,Houston Rockets,SF,2020-21,8.38,4.84,0.96,15.95
Norvel Pelle,New York Knicks,C,2020-21,0.48,0.48,0.04,15.95
Gordon Hayward,Charlotte Hornets,SF,2022-23,14.66,4.30,4.12,15.95
Xavier Cooks,Washington Wizards,SF,2022-23,3.17,3.17,0.50,15.94
Onyeka Okongwu,Atlanta Hawks,PF,2020-21,3.93,2.81,0.31,15.94
Bogdan Bogdanović,Atlanta Hawks,SG,2021-22,14.62,3.85,2.98,15.94
Kelly Oubre Jr.,Phoenix Suns,SG,2019-20,17.73,6.12,1.44,15.93
Santi Aldama,Memphis Grizzlies,PF,2023-24,8.84,4.76,1.86,15.93
Stanley Johnson,San Antonio Spurs,SG,2022-23,5.80,3.17,2.23,15.93
Orlando Robinson,Miami Heat,C,2023-24,1.46,1.24,0.50,15.93
Shabazz Napier,Minnesota Timberwolves,SG,2019-20,7.54,2.39,4.07,15.93
Jarrell Brantley,Utah Jazz,SF,2020-21,1.19,0.50,0.28,15.93
Mike Muscala,Oklahoma City Thunder,PF,2020-21,5.75,2.24,0.47,15.93
Brandin Podziemski,Golden State Warriors,SG,2023-24,8.63,5.41,3.46,15.91
Jordan Goodwin,Memphis Grizzlies,SG,2023-24,9.44,7.56,4.28,15.90
De'Andre Hunter,Atlanta Hawks,SG,2020-21,14.33,4.58,1.83,15.89
Austin Reaves,Los Angeles Lakers,SG,2022-23,12.82,2.97,3.31,15.89
Al Horford,Boston Celtics,C,2022-23,9.33,5.91,2.86,15.88
Trey Lyles,San Antonio Spurs,SF,2019-20,6.41,5.73,1.10,15.88
Cole Anthony,Orlando Magic,SG,2023-24,11.57,3.84,2.91,15.87
Jaren Jackson Jr.,Memphis Grizzlies,PF,2019-20,17.07,4.52,1.34,15.85
JJ Redick,New Orleans Pelicans,SG,2019-20,13.10,2.16,1.70,15.84
Darius Miller,Oklahoma City Thunder,SF,2020-21,1.43,0.47,0.41,15.83
Jae Crowder,Milwaukee Bucks,SF,2022-23,6.89,3.83,1.50,15.83
Harry Giles III,Portland Trail Blazers,PF,2020-21,1.83,2.25,0.49,15.82
Buddy Hield,Indiana Pacers,SG,2021-22,18.19,5.08,4.77,15.82
Andrew Wiggins,Golden State Warriors,SF,2021-22,16.97,4.39,2.18,15.82
Luke Kornet,Boston Celtics,C,2020-21,2.86,1.86,0.71,15.81
Brook Lopez,Milwaukee Bucks,C,2020-21,11.93,4.82,0.69,15.80
Delon Wright,Washington Wizards,SG,2023-24,4.06,1.79,2.48,15.80
Kevin Porter Jr.,Houston Rockets,SG,2021-22,15.31,4.31,6.06,15.79
Malik Beasley,Minnesota Timberwolves,SG,2020-21,15.08,3.38,1.83,15.79
Eric Paschall,Golden State Warriors,SF,2019-20,13.29,4.37,2.02,15.79
George Hill,Oklahoma City Thunder,SG,2020-21,5.32,0.94,1.39,15.78
Bruce Brown,Brooklyn Nets,SG,2021-22,8.19,4.37,1.87,15.78
Isaiah Thomas,Charlotte Hornets,SG,2021-22,7.42,1.11,1.26,15.78
Blake Griffin,Brooklyn Nets,SF,2021-22,4.43,2.81,1.30,15.78
Lauri Markkanen,Cleveland Cavaliers,PF,2021-22,14.75,5.66,1.33,15.77
Rui Hachimura,Washington Wizards,SF,2022-23,13.00,4.27,1.17,15.77
Bojan Bogdanovic,Utah Jazz,SF,2019-20,20.24,4.11,2.08,15.77
Davis Bertans,Washington Wizards,SF,2019-20,15.16,4.45,1.67,15.77
Santi Aldama,Memphis Grizzlies,PF,2022-23,9.04,4.82,1.26,15.77
Jared Butler,Washington Wizards,SG,2023-24,4.56,1.05,2.29,15.77
Josh Hart,New Orleans Pelicans,SG,2020-21,9.23,8.02,2.32,15.77
Collin Sexton,Utah Jazz,SG,2022-23,13.43,2.06,2.71,15.76
Jarred Vanderbilt,Los Angeles Lakers,SF,2022-23,7.19,6.65,1.62,15.76
Lindy Waters III,Oklahoma City Thunder,SF,2023-24,2.49,0.73,0.44,15.74
Noah Clowney,Brooklyn Nets,PF,2023-24,4.16,2.53,0.56,15.74
Richaun Holmes,Dallas Mavericks,SF,2023-24,1.63,1.63,0.31,15.74
Omer Yurtseven,Miami Heat,C,2022-23,2.35,1.35,0.12,15.73
Lonzo Ball,Chicago Bulls,SG,2021-22,12.64,5.28,4.94,15.73
Will Barton,Denver Nuggets,SG,2021-22,14.29,4.66,3.78,15.73
Tre Mann,Charlotte Hornets,SG,2023-24,10.74,4.03,4.68,15.73
Taj Gibson,New York Knicks,SF,2020-21,4.16,4.31,0.62,15.72
Goran Dragic,Toronto Raptors,SG,2021-22,1.82,0.64,0.41,15.72
Davis Bertans,Oklahoma City Thunder,SF,2023-24,0.94,0.21,0.19,15.71
James Wiseman,Golden State Warriors,C,2020-21,8.96,4.52,0.52,15.70
Kelan Martin,Indiana Pacers,SF,2020-21,2.18,1.08,0.24,15.68
Derrick Rose,Memphis Grizzlies,SG,2023-24,4.78,1.13,1.95,15.68
John Wall,Los Angeles Clippers,SG,2022-23,11.03,2.63,5.09,15.68
OG Anunoby,Toronto Raptors,SG,2020-21,15.16,5.27,2.09,15.68
Anthony Edwards,Minnesota Timberwolves,SG,2020-21,19.33,4.67,2.93,15.66
Jeff Teague,Milwaukee Bucks,SG,2020-21,5.75,1.29,2.46,15.66
Jeremy Lamb,Sacramento Kings,SG,2021-22,6.70,3.00,1.50,15.65
Collin Sexton,Cleveland Cavaliers,SG,2019-20,20.75,3.14,2.95,15.64
Aleksej Pokusevski,Oklahoma City Thunder,SF,2022-23,7.26,4.18,1.68,15.64
Patrick Beverley,Minnesota Timberwolves,SG,2021-22,8.88,4.00,4.47,15.64
Jaylin Williams,Oklahoma City Thunder,SF,2023-24,3.73,3.16,1.49,15.62
Trey Burke,Dallas Mavericks,SG,2019-20,12.00,1.88,3.75,15.62
Jerami Grant,Portland Trail Blazers,SF,2023-24,19.52,3.29,2.62,15.61
Naz Reid,Minnesota Timberwolves,C,2019-20,7.08,3.26,0.92,15.61
Coby White,Chicago Bulls,SG,2023-24,19.10,4.53,5.13,15.61
Aleksej Pokusevski,Oklahoma City Thunder,SF,2021-22,6.63,4.54,1.87,15.61
Payton Pritchard,Boston Celtics,SG,2021-22,5.67,1.72,1.78,15.59
Derrick Favors,Oklahoma City Thunder,SF,2021-22,3.17,2.83,0.38,15.59
Josh Hart,Portland Trail Blazers,SG,2022-23,9.19,7.87,3.77,15.58
Trendon Watford,Portland Trail Blazers,SG,2022-23,6.20,3.22,1.76,15.58
Brook Lopez,Milwaukee Bucks,C,2023-24,12.53,5.18,1.61,15.57
Andrew Wiggins,Golden State Warriors,SF,2022-23,15.83,4.65,2.13,15.56
Cade Cunningham,Detroit Pistons,SG,2021-22,15.47,4.92,4.94,15.56
Nate Williams,Houston Rockets,SG,2023-24,1.26,0.46,0.14,15.55
Juancho Hernangomez,Utah Jazz,SF,2021-22,3.89,2.22,0.52,15.55
Alen Smailagic,Golden State Warriors,SF,2019-20,3.11,1.42,0.68,15.55
De'Anthony Melton,Memphis Grizzlies,SG,2019-20,6.32,3.06,2.43,15.55
Donte DiVincenzo,New York Knicks,SG,2023-24,15.35,3.62,2.63,15.55
Isaiah Stewart,Detroit Pistons,PF,2022-23,10.50,7.46,1.30,15.54
Precious Achiuwa,Miami Heat,SF,2020-21,4.22,2.89,0.40,15.54
Damian Jones,Los Angeles Lakers,C,2020-21,4.78,2.89,0.11,15.54
Markelle Fultz,Orlando Magic,SG,2019-20,12.08,3.31,5.13,15.54
Mikal Bridges,Phoenix Suns,SG,2022-23,17.23,4.34,3.59,15.53
Chimezie Metu,Sacramento Kings,PF,2020-21,4.91,2.43,0.61,15.53
Anfernee Simons,Portland Trail Blazers,SG,2021-22,17.03,2.60,3.81,15.53
Jalen Green,Houston Rockets,SG,2022-23,22.14,3.74,3.70,15.52
Cam Thomas,Brooklyn Nets,SG,2022-23,7.37,1.16,0.95,15.50
Evan Fournier,Orlando Magic,SG,2019-20,18.22,2.55,3.12,15.49
Jordan Clarkson,Utah Jazz,SG,2019-20,15.60,2.81,1.57,15.48
Simone Fontecchio,Detroit Pistons,SF,2023-24,14.53,4.12,1.65,15.48
Lamar Stevens,Boston Celtics,SF,2023-24,1.08,0.63,0.16,15.47
Kevin Huerter,Sacramento Kings,SG,2022-23,15.00,3.30,2.91,15.47
Saddiq Bey,Detroit Pistons,SG,2021-22,16.11,5.38,2.84,15.46
RJ Barrett,New York Knicks,SG,2023-24,16.34,3.83,2.17,15.46
Juan Toscano-Anderson,Golden State Warriors,SF,2020-21,5.02,3.92,2.50,15.46
Bol Bol,Denver Nuggets,C,2019-20,5.00,2.38,0.75,15.46
Keldon Johnson,San Antonio Spurs,SG,2020-21,12.77,5.97,1.75,15.45
Keita Bates-Diop,San Antonio Spurs,SF,2021-22,5.00,3.45,0.61,15.45
Alec Burks,New York Knicks,SG,2020-21,12.22,4.45,2.10,15.44
Isaiah Hartenstein,New York Knicks,C,2022-23,4.95,6.54,1.24,15.43
Daniel Theis,Boston Celtics,PF,2020-21,9.45,5.24,1.60,15.43
Rajon Rondo,Los Angeles Lakers,SG,2019-20,6.84,2.84,4.80,15.43
Michael Carter-Williams,Orlando Magic,SG,2019-20,7.02,3.20,2.37,15.42
Mo Bamba,Los Angeles Lakers,C,2022-23,2.75,3.42,0.33,15.42
Rui Hachimura,Washington Wizards,SF,2019-20,12.98,5.88,1.74,15.42
Sandro Mamukelashvili,Milwaukee Bucks,PF,2021-22,2.61,1.39,0.37,15.41
Eric Paschall,Golden State Warriors,SF,2020-21,6.57,2.21,0.88,15.41
Trey Burke,Philadelphia 76ers,SG,2019-20,3.00,0.71,1.08,15.40
Moritz Wagner,Washington Wizards,PF,2020-21,4.24,1.74,0.76,15.40
Josh Jackson,Memphis Grizzlies,SG,2019-20,7.33,2.44,1.30,15.40
Alec Burks,Detroit Pistons,SG,2023-24,12.00,2.44,1.51,15.40
Rui Hachimura,Los Angeles Lakers,SF,2022-23,9.32,4.56,0.68,15.39
Rodney McGruder,Detroit Pistons,SG,2020-21,2.02,0.49,0.36,15.39
Jaylen Hoard,Portland Trail Blazers,SF,2019-20,1.27,1.07,0.13,15.39
Cameron Johnson,Brooklyn Nets,SF,2023-24,11.94,3.86,2.12,15.39
Kyle Anderson,Memphis Grizzlies,SG,2019-20,5.42,3.96,2.25,15.39
Dennis Schröder,Toronto Raptors,SG,2023-24,13.69,2.75,6.14,15.38
Reggie Jackson,Detroit Pistons,SG,2019-20,12.29,2.41,4.24,15.38
Bones Hyland,Denver Nuggets,SG,2022-23,10.37,1.76,2.55,15.37
Jevon Carter,Milwaukee Bucks,SG,2021-22,5.09,1.95,2.27,15.37
Terry Rozier,Charlotte Hornets,SG,2019-20,18.00,4.38,4.11,15.37
RJ Barrett,New York Knicks,SG,2021-22,19.75,5.75,2.93,15.36
Donte DiVincenzo,Milwaukee Bucks,SG,2020-21,9.97,5.51,2.94,15.36
D.J. Wilson,Houston Rockets,SF,2020-21,5.00,3.11,0.71,15.35
Malik Monk,Los Angeles Lakers,SG,2021-22,13.61,3.32,2.83,15.34
Ricky Rubio,Minnesota Timberwolves,SG,2020-21,8.31,3.19,6.19,15.33
Julian Champagnie,San Antonio Spurs,SF,2022-23,10.31,3.75,0.63,15.33
Kenrich Williams,Oklahoma City Thunder,SG,2022-23,7.73,4.75,1.91,15.32
Rayjon Tucker,Philadelphia 76ers,SG,2020-21,1.42,0.46,0.25,15.32
T.J. Leaf,Indiana Pacers,SF,2019-20,1.17,0.99,0.13,15.31
Saben Lee,Detroit Pistons,SG,2021-22,4.00,1.67,2.06,15.31
Tyler Johnson,Brooklyn Nets,SG,2019-20,12.00,3.00,3.00,15.30
Devonte' Graham,Charlotte Hornets,SG,2020-21,12.36,2.24,4.47,15.28
Tim Hardaway Jr.,Dallas Mavericks,SG,2020-21,16.38,3.23,1.77,15.28
Ian Mahinmi,Washington Wizards,C,2019-20,4.80,3.69,0.83,15.28
P.J. Washington,Charlotte Hornets,SF,2020-21,11.94,6.06,2.33,15.26
John Collins,Atlanta Hawks,PF,2022-23,13.11,6.51,1.20,15.25
Tremont Waters,Boston Celtics,SG,2020-21,1.43,0.30,0.90,15.25
Tristan Vukcevic,Washington Wizards,SF,2023-24,7.08,3.00,1.08,15.25
Braxton Key,Detroit Pistons,SF,2021-22,8.56,5.33,1.11,15.24
Brook Lopez,Milwaukee Bucks,C,2021-22,11.50,3.79,0.43,15.24
Dario Saric,Phoenix Suns,PF,2020-21,5.79,2.44,0.83,15.23
P.J. Washington,Charlotte Hornets,SF,2021-22,9.82,4.96,2.16,15.23
Nassir Little,Portland Trail Blazers,SG,2021-22,9.76,5.62,1.29,15.23
Saben Lee,Phoenix Suns,SG,2023-24,1.42,0.62,0.60,15.22
Delon Wright,Atlanta Hawks,SG,2021-22,4.33,2.78,2.38,15.20
Wenyen Gabriel,Los Angeles Lakers,SF,2022-23,4.89,3.76,0.47,15.20
Bones Hyland,Denver Nuggets,SG,2021-22,9.31,2.51,2.55,15.20
Daniel Theis,Los Angeles Clippers,PF,2023-24,5.34,3.49,0.87,15.20
Terence Davis,Toronto Raptors,SG,2019-20,7.54,3.29,1.60,15.19
Mike James,Brooklyn Nets,SG,2020-21,7.69,2.46,4.15,15.18
Ryan Broekhoff,Dallas Mavericks,SG,2019-20,3.09,1.87,0.48,15.18
Jabari Walker,Portland Trail Blazers,SF,2023-24,8.74,6.96,0.97,15.17
Mikal Bridges,Phoenix Suns,SG,2021-22,14.17,4.23,2.26,15.17
Harrison Barnes,Sacramento Kings,SF,2022-23,15.00,4.46,1.56,15.17
Bogdan Bogdanović,Sacramento Kings,SG,2019-20,14.67,3.29,3.29,15.16
Mike Conley,Utah Jazz,SG,2022-23,10.72,2.49,7.67,15.16
Mfiondu Kabengele,Cleveland Cavaliers,C,2020-21,3.24,2.19,0.57,15.16
Darius Bazley,Oklahoma City Thunder,SF,2022-23,4.17,2.60,0.68,15.15
Larry Nance Jr.,New Orleans Pelicans,PF,2021-22,7.33,4.33,0.89,15.15
Aaron Gordon,Denver Nuggets,SF,2020-21,10.16,4.72,2.24,15.13
Kelly Oubre Jr.,Golden State Warriors,SG,2020-21,12.49,4.84,1.07,15.13
Robert Covington,Houston Rockets,SF,2019-20,11.59,8.00,1.45,15.13
Jae'Sean Tate,Houston Rockets,SF,2021-22,11.78,5.38,2.85,15.13
Nicolas Batum,Los Angeles Clippers,SG,2021-22,7.79,4.03,1.59,15.13
Alex Len,Sacramento Kings,C,2022-23,0.56,0.78,0.16,15.11
JaMychal Green,Denver Nuggets,PF,2021-22,6.08,3.96,0.83,15.10
Tomas Satoransky,Chicago Bulls,SG,2020-21,7.58,2.41,4.59,15.10
R.J. Hampton,Orlando Magic,SG,2020-21,10.74,4.78,2.70,15.09
Jordan Poole,Golden State Warriors,SG,2020-21,10.74,1.61,1.74,15.09
Kemba Walker,New York Knicks,SG,2021-22,9.17,2.36,2.79,15.09
Thaddeus Young,Phoenix Suns,SF,2023-24,0.85,1.04,0.26,15.09
Spencer Dinwiddie,Washington Wizards,SG,2021-22,12.64,4.70,5.82,15.08
Klay Thompson,Golden State Warriors,SG,2023-24,17.41,3.22,2.23,15.07
Damian Jones,Atlanta Hawks,C,2019-20,4.57,3.07,0.52,15.07
Kendrick Nunn,Washington Wizards,SG,2022-23,6.50,1.50,1.56,15.07
Kelly Oubre Jr.,Charlotte Hornets,SG,2022-23,17.05,4.37,0.95,15.06
Pat Connaughton,Milwaukee Bucks,SG,2019-20,5.14,4.06,1.53,15.05
Bogdan Bogdanović,Atlanta Hawks,SG,2023-24,16.26,3.32,3.01,15.05
GG Jackson,Memphis Grizzlies,SF,2023-24,12.71,3.56,1.07,15.05
Otto Porter Jr.,Chicago Bulls,SF,2019-20,11.93,3.43,1.79,15.05
Josh Hart,New York Knicks,SG,2023-24,9.40,8.33,4.09,15.05
Jaylen Hoard,Oklahoma City Thunder,SF,2020-21,5.04,2.83,1.04,15.03
Peyton Watson,Denver Nuggets,SG,2022-23,1.70,0.84,0.25,15.02
Saddiq Bey,Detroit Pistons,SG,2022-23,14.83,4.65,1.62,15.01
Bojan Bogdanovic,Detroit Pistons,SF,2023-24,18.83,3.13,2.37,15.01
Jaxson Hayes,Los Angeles Lakers,C,2023-24,3.84,2.67,0.42,14.99
Jordan Clarkson,Utah Jazz,SG,2023-24,16.82,3.36,4.95,14.99
Larry Nance Jr.,Cleveland Cavaliers,PF,2020-21,7.43,5.34,2.43,14.99
Immanuel Quickley,New York Knicks,SG,2021-22,11.31,3.17,3.53,14.95
Kelly Oubre Jr.,Charlotte Hornets,SG,2021-22,14.58,3.87,1.08,14.95
Mike Muscala,Oklahoma City Thunder,PF,2022-23,5.41,2.76,0.78,14.95
Nikola Jović,Miami Heat,SF,2023-24,4.89,2.67,1.25,14.95
Norman Powell,Portland Trail Blazers,SG,2021-22,18.65,3.28,2.05,14.93
Xavier Tillman,Boston Celtics,SF,2023-24,3.20,2.16,0.80,14.92
Trey Lyles,San Antonio Spurs,SF,2020-21,2.56,1.91,0.31,14.92
Marcus Morris Sr.,Los Angeles Clippers,SF,2021-22,14.31,4.12,1.95,14.92
Robert Covington,Los Angeles Clippers,SF,2022-23,3.79,2.18,0.75,14.91
Dwight Powell,Dallas Mavericks,PF,2023-24,2.63,2.71,1.06,14.91
Caleb Martin,Miami Heat,SF,2021-22,8.61,3.59,1.00,14.91
Dalano Banton,Toronto Raptors,SF,2022-23,3.02,0.96,0.77,14.91
Cameron Payne,Phoenix Suns,SG,2022-23,9.48,2.04,4.12,14.90
Tyler Cook,Detroit Pistons,SF,2020-21,4.81,2.91,0.47,14.90
Terence Davis,Sacramento Kings,SG,2021-22,7.78,2.35,1.00,14.88
Andre Iguodala,Golden State Warriors,SG,2021-22,3.10,2.50,2.85,14.88
Dru Smith,Brooklyn Nets,SG,2022-23,2.36,1.07,1.21,14.87
Isaiah Mobley,Cleveland Cavaliers,SF,2022-23,1.24,0.80,0.12,14.87
Yogi Ferrell,Los Angeles Clippers,SG,2020-21,2.85,0.92,1.31,14.86
Jalen Harris,Toronto Raptors,SG,2020-21,2.82,0.53,0.50,14.86
Luke Kennard,Memphis Grizzlies,SG,2023-24,8.58,2.26,2.72,14.86
Vince Williams Jr.,Memphis Grizzlies,SG,2023-24,7.24,4.03,2.43,14.85
Dillon Brooks,Memphis Grizzlies,SG,2021-22,18.44,3.19,2.75,14.85
Donte DiVincenzo,Golden State Warriors,SG,2022-23,9.42,4.51,3.50,14.85
Alfonzo McKinnie,Los Angeles Lakers,SF,2020-21,1.72,0.76,0.08,14.85
Kemba Walker,Dallas Mavericks,SG,2022-23,4.80,1.07,1.27,14.85
Marc Gasol,Toronto Raptors,C,2019-20,7.52,6.25,3.34,14.84
Jaylen Nowell,Minnesota Timberwolves,SG,2022-23,10.35,2.50,1.94,14.84
Josh Hart,New Orleans Pelicans,SG,2019-20,9.11,5.90,1.50,14.84
Dennis Smith Jr.,Detroit Pistons,SG,2020-21,5.58,2.04,2.85,14.84
Jordan Clarkson,Utah Jazz,SG,2021-22,15.63,3.37,2.40,14.83
Nathan Knight,Atlanta Hawks,PF,2020-21,2.00,1.16,0.13,14.83
Terance Mann,Los Angeles Clippers,SG,2021-22,10.77,5.25,2.58,14.82
Cody Zeller,New Orleans Pelicans,PF,2023-24,0.96,1.42,0.49,14.82
Terrence Ross,Phoenix Suns,SG,2022-23,8.95,3.29,1.95,14.82
Tyrese Maxey,Philadelphia 76ers,SG,2020-21,6.78,1.44,1.67,14.81
Keita Bates-Diop,Brooklyn Nets,SF,2023-24,1.15,0.45,0.20,14.81
Jaxson Hayes,New Orleans Pelicans,C,2022-23,2.84,1.61,0.41,14.81
Josh Richardson,San Antonio Spurs,SG,2022-23,11.19,2.77,3.19,14.81
Kobi Simmons,Toronto Raptors,SG,2023-24,5.00,1.75,3.00,14.81
Carmelo Anthony,Los Angeles Lakers,SF,2021-22,13.13,4.11,0.97,14.80
Marquese Chriss,Dallas Mavericks,SF,2021-22,3.85,2.58,0.43,14.79
Bennedict Mathurin,Indiana Pacers,SG,2023-24,14.27,3.90,1.98,14.78
Anfernee Simons,Portland Trail Blazers,SG,2022-23,21.06,2.60,4.08,14.78
Robert Franks,Orlando Magic,SF,2020-21,5.38,1.75,0.63,14.78
Kyle Kuzma,Los Angeles Lakers,SF,2020-21,12.49,5.96,1.81,14.77
Trey Murphy III,New Orleans Pelicans,SF,2022-23,14.53,3.56,1.42,14.77
Tristan Thompson,Indiana Pacers,C,2021-22,7.25,4.50,0.50,14.77
Nerlens Noel,New York Knicks,C,2020-21,4.76,5.99,0.68,14.76
T.J. Warren,Brooklyn Nets,SF,2022-23,9.15,2.67,1.07,14.76
Dennis Smith Jr.,Portland Trail Blazers,SG,2021-22,3.89,1.66,2.49,14.76
Ausar Thompson,Detroit Pistons,SG,2023-24,8.55,6.18,1.85,14.75
Bogdan Bogdanović,Atlanta Hawks,SG,2022-23,13.75,3.00,2.73,14.74
Saben Lee,Detroit Pistons,SG,2020-21,4.53,1.64,2.95,14.74
Spencer Dinwiddie,Brooklyn Nets,SG,2023-24,12.58,3.29,6.00,14.73
Hamidou Diallo,Detroit Pistons,SG,2020-21,9.29,4.46,1.00,14.73
Kenrich Williams,Oklahoma City Thunder,SG,2020-21,7.31,3.79,2.11,14.73
Blake Griffin,Boston Celtics,SF,2022-23,2.10,1.91,0.75,14.73
Grant Williams,Charlotte Hornets,SF,2023-24,13.40,4.97,3.10,14.72
Obi Toppin,New York Knicks,SF,2022-23,7.20,2.71,0.96,14.72
Kenrich Williams,Oklahoma City Thunder,SG,2021-22,5.76,3.49,1.71,14.72
Nemanja Bjelica,Sacramento Kings,SF,2020-21,4.56,2.44,1.20,14.71
Juancho Hernangomez,San Antonio Spurs,SF,2021-22,0.78,1.67,0.33,14.71
Robert Covington,Minnesota Timberwolves,SF,2019-20,12.81,5.98,1.17,14.71
Precious Achiuwa,Toronto Raptors,SF,2021-22,8.97,6.39,1.11,14.71
Jeremy Lamb,Indiana Pacers,SG,2019-20,12.54,4.35,2.09,14.71
Marcus Smart,Boston Celtics,SG,2021-22,12.13,3.80,5.87,14.69
Royce O'Neale,Phoenix Suns,SF,2023-24,8.13,5.20,2.73,14.68
Jordan McLaughlin,Minnesota Timberwolves,SG,2021-22,2.99,1.21,2.31,14.68
Glenn Robinson III,Philadelphia 76ers,SF,2019-20,7.20,2.93,0.73,14.68
Devin Vassell,San Antonio Spurs,SG,2021-22,12.11,4.25,1.89,14.67
Dennis Schröder,Los Angeles Lakers,SG,2020-21,15.43,3.46,5.75,14.67
Kira Lewis Jr.,New Orleans Pelicans,SG,2022-23,2.04,0.59,0.41,14.67
Talen Horton-Tucker,Utah Jazz,SG,2023-24,6.45,1.51,2.21,14.66
Kyle Anderson,Minnesota Timberwolves,SG,2023-24,6.33,3.41,4.14,14.66
Donte DiVincenzo,Sacramento Kings,SG,2021-22,10.32,4.40,3.56,14.65
Naji Marshall,New Orleans Pelicans,SF,2023-24,6.75,3.48,1.86,14.65
Juancho Hernangomez,Minnesota Timberwolves,SF,2020-21,5.86,3.20,0.55,14.65
Jonathan Kuminga,Golden State Warriors,SF,2022-23,9.38,3.25,1.76,14.64
Chimezie Metu,Detroit Pistons,PF,2023-24,10.50,6.00,1.93,14.63
Darius Garland,Cleveland Cavaliers,SG,2020-21,15.18,2.08,5.31,14.63
Devonte' Graham,San Antonio Spurs,SG,2022-23,11.77,2.27,3.64,14.63
Malik Monk,Charlotte Hornets,SG,2020-21,8.60,1.77,1.53,14.63
Seth Curry,Dallas Mavericks,SG,2019-20,12.39,2.27,1.94,14.62
D.J. Augustin,Orlando Magic,SG,2019-20,10.33,2.10,4.52,14.62
Dylan Windler,Atlanta Hawks,SG,2023-24,2.33,1.00,0.25,14.62
Terence Davis,Sacramento Kings,SG,2020-21,11.07,3.26,1.70,14.62
Jeremy Sochan,San Antonio Spurs,SF,2023-24,11.64,6.43,3.36,14.61
Luka Garza,Detroit Pistons,C,2021-22,3.38,1.82,0.36,14.61
George Hill,Indiana Pacers,SG,2022-23,2.38,0.75,0.88,14.60
Ish Smith,Washington Wizards,SG,2020-21,6.70,3.41,3.91,14.59
Jericho Sims,New York Knicks,C,2022-23,2.17,2.95,0.30,14.58
Willie Cauley-Stein,Dallas Mavericks,C,2020-21,4.67,3.93,0.58,14.58
Khem Birch,Orlando Magic,C,2020-21,5.00,4.76,1.04,14.57
Derrick Jones Jr.,Miami Heat,SF,2019-20,7.35,3.43,0.91,14.57
Pat Connaughton,Milwaukee Bucks,SG,2021-22,9.77,4.14,1.24,14.56
OG Anunoby,Toronto Raptors,SG,2021-22,17.13,5.50,2.60,14.56
